CONTENT,SPAM
Cbe is really good nowadays:)lot of shop and showrooms:)city is shaping good.,0
Hmm. Shall i bring a bottle of wine to keep us amused? Just joking! I'll still bring a bottle. Red or white? See you tomorrow,0
Hasn't that been the pattern recently crap weekends?,0
"Don't Think About \What u Have Got\"" Think About \""How to Use It That You Have Got\"" gooD ni8""",0
Why you Dint come with us.,0
Good night my dear.. Sleepwell&amp;Take care,0
Lol they were mad at first but then they woke up and gave in.,0
Did you stitch his trouser,0
"Me also da, i feel yesterday night  wait til 2day night dear.",0
Don no da:)whats you plan?,0
Ok no prob...,0
U wan 2 haf lunch i'm in da canteen now.,0
"Happy or sad , one thing about past is- \Its no more\"" GOOD MORNING :-):-).""",0
Jesus armand really is trying to tell everybody he can find,0
What's nannys address?,0
LMAO where's your fish memory when I need it?,0
If he started searching he will get job in few days.he have great potential and talent.,0
I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.,0
I knew it... U slept v late yest? Wake up so late...,0
Is ur lecture over?,0
"I'm gonna be home soon and i don't want to talk about this stuff anymore tonight, k? I've cried enough today.",0
dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?,1
"Haha awesome, be there in a minute",0
They just talking thats it de. They wont any other.,0
"Probably gonna be here for a while, see you later tonight &lt;)",0
Ok... Take ur time n enjoy ur dinner...,0
"Hurry up, I've been weed-deficient for like three days",0
"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate ",1
Daddy will take good care of you :),0
Im done. Just studyn in library,0
Ma head dey swell oh. Thanks for making my day,0
Yeah jay's sort of a fucking retard,0
HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,1
Many times we lose our best ones bcoz we are ,0
PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04,1
What time do u get out?,0
Do you think i can move  &lt;#&gt;  in a week,0
Do u noe how 2 send files between 2 computers?,0
Mind blastin.. No more Tsunamis will occur from now on.. Rajnikant stopped swimming in Indian Ocean..:-D,0
Is xy going 4 e lunch?,0
"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",0
:) ,0
Haha... Really oh no... How? Then will they deduct your lesson tmr?,0
SplashMobile: Choose from 1000s of gr8 tones each wk! This is a subscrition service with weekly tones costing 300p. U have one credit - kick back and ENJOY,1
"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear""",0
Try neva mate!!,0
Me too! Have a lovely night xxx,0
Lol now I'm after that hot air balloon!,0
I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon,0
Nokia phone is lovly..,0
You give us back my id proof and  &lt;#&gt;  rs. We wont allow you to work. We will come to your home within days,0
Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery,1
"New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY å£1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION.",1
Match started.india  &lt;#&gt;  for 2,0
"see you then, we're all christmassy here!",0
All was well until slightly disastrous class this pm with my fav darlings! Hope day off ok. Coffee wld be good as can't stay late tomorrow. Same time + place as always?,0
"Superb Thought- \Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today.\"":-)""",0
If you hear a loud scream in about &lt;#&gt; minutes its cause my Gyno will be shoving things up me that don't belong :/,0
Gud mrng dear have a nice day,0
I'm in class. Did you get my text.,0
"I'll get there at 3, unless you guys want me to come some time sooner",0
Chk in ur belovd ms dict,0
Sorry i'm not free...,0
How r Ì_ going to send it to me?,0
When did you get to the library,0
Waaaat?? Lololo ok next time then!,0
"Nothing, smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting.",0
Got meh... When?,0
The monthly amount is not that terrible and you will not pay anything till 6months after finishing school.,0
ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UR NUMBER-SO IS IT?T.B*,0
"I.ll always be there, even if its just in spirit. I.ll get a bb soon. Just trying to be sure i need it.",0
Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join the UK's largest Dogging Network by txting MOAN to 69888Nyt. ec2a. 31p.msg@150p,1
Anytime lor...,0
"Sir, I have been late in paying rent for the past few months and had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thanks",0
"Dear relieved of westonzoyland, all going to plan this end too!",0
Boo what time u get out? U were supposed to take me shopping today. :(,0
I'm really sorry I lit your hair on fire,0
Love has one law; Make happy the person you love. In the same way friendship has one law; Never make ur friend feel alone until you are alive.... Gud night,0
I see the letter B on my car,0
"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",0
Sorry completely forgot * will pop em round this week if your still here?,0
ÌÏ takin linear algebra today?,0
"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties...",1
I am taking you for italian food. How about a pretty dress with no panties? :),0
CALL 09090900040 & LISTEN TO EXTREME DIRTY LIVE CHAT GOING ON IN THE OFFICE RIGHT NOW TOTAL PRIVACY NO ONE KNOWS YOUR [sic] LISTENING 60P MIN 24/7MP 0870753331018+,1
I'm not driving... Raining! Then i'll get caught at e mrt station lor.,0
"Okey dokey, iÛ÷ll be over in a bit just sorting some stuff out.",0
Yup bathe liao...,0
"Come round, it's . ",0
Neshanth..tel me who r u?,0
Hi dear we saw dear. We both are happy. Where you my battery is low,0
"Shop till u Drop, IS IT YOU, either 10K, 5K, å£500 Cash or å£100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary",1
Kit Strip - you have been billed 150p. Netcollex Ltd. PO Box 1013 IG11 OJA,1
"Hey, a guy I know is breathing down my neck to get him some bud, anyway you'd be able to get a half track to usf tonight?",0
"Alright we'll bring it to you, see you in like  &lt;#&gt;  mins",0
"Ok da, i already planned. I wil pick you.",0
Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay,0
"Dear,Me at cherthala.in case u r coming cochin pls call bfore u start.i shall also reach accordingly.or tell me which day u r coming.tmorow i am engaged ans its holiday.",0
Then cant get da laptop? My matric card wif Ì_ lei... ,0
Eh den sat u book e kb liao huh...,0
"Sorry, I'll call later",0
"Yo, you around? Just got my car back",0
I am not having her number sir,0
Lol wtf random. Btw is that your lunch break,0
Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,0
Okey dokey swashbuckling stuff what oh.,0
"Good afternoon, my boytoy ... How are you feeling today ? Better I hope? Are you being my good boy? Are you my obedient, slave? Do you please your Queen?",0
Ok... Then r we meeting later?,0
When are you going to ride your bike?,0
What you doing?how are you?,0
Did you catch the bus ? Are you frying an egg ? Did you make a tea? Are you eating your mom's left over dinner ? Do you feel my Love ?,0
Still chance there. If you search hard you will get it..let have a try :),0
"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.",0
Doesn't g have class early tomorrow and thus shouldn't be trying to smoke at  &lt;#&gt;,0
Can you use foreign stamps for whatever you send them off for? ,0
Please give it 2  or i will pick it up on Tuesday evening about 8 if that is ok.,0
New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693,1
Wen did you get so spiritual and deep. That's great,0
"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",0
You are a winner you have been specially selected to receive å£1000 cash or a å£2000 award. Speak to a live operator to claim call 087123002209am-7pm. Cost 10p,1
"This is the 2nd attempt to contract U, you have won this weeks top prize of either å£1000 cash or å£200 prize. Just call 09066361921",1
"I think we're going to finn's now, come",0
U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594,1
"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola",0
Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,1
Yes.i'm in office da:),0
"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy!",0
"Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!",0
No. I dont want to hear anything,0
THANX 4 PUTTIN DA FONE DOWN ON ME!!,0
Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394973 from Landline DATEBox1282EssexCM61XN 150p/min 18,1
I told your number to gautham..,0
"Enjoy the showers of possessiveness poured on u by ur loved ones, bcoz in this world of lies, it is a golden gift to be loved truly..",0
PRIVATE! Your 2003 Account Statement for 07808247860 shows 800 un-redeemed S. I. M. points. Call 08719899229 Identifier Code: 40411 Expires 06/11/04,1
Ay wana meet on sat?Ì_ wkg on sat?,0
"IÛ÷ve got some salt, you can rub it in my open wounds if you like!",0
Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.,1
Short But Cute: \Be a good person,0
URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only,1
Hey... Why dont we just go watch x men and have lunch... Haha ,0
I wonder if you'll get this text?,0
Yes. I come to nyc for audiitions and am trying to relocate.,0
Have you seen who's back at Holby?!,0
Wa... U so efficient... Gee... Thanx...,0
Its a part of checking IQ,0
Sent me ur email id soon,0
As usual u can call me ard 10 smth.,0
Teach me apps da. When you come to college.,0
I plane to give on this month end.,0
Yes da. Any plm at ur office,0
Hi babe its me thanks for coming even though it didnt go that well!i just wanted my bed! Hope to see you soon love and kisses xxx,0
when you and derek done with class?,0
"Someone U know has asked our dating service 2 contact you! Cant guess who? CALL 09058095107 NOW all will be revealed. POBox 7, S3XY 150p ",1
Oh baby of the house. How come you dont have any new pictures on facebook,0
Hey what's up charles sorry about the late reply.,0
Don no da:)whats you plan?,0
"Call 09094100151 to use ur mins! Calls cast 10p/min (mob vary). Service provided by AOM, just GBP5/month. AOM Box61,M60 1ER until u stop. Ages 18+ only!",1
And several to you sir.,0
I havent add Ì_ yet right.. ,0
Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed å£1000 cash or å£5000 prize!,1
"Well, I have to leave for my class babe ... You never came back to me ... :-( ... Hope you have a nice sleep, my love",0
Yup n her fren lor. I'm meeting my fren at 730.,0
Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p,1
"Ya they are well and fine., BBD(pooja) full pimples..even she become quite black..and ur rite here its too cold, wearing sweatter..",0
Pls dont forget to study,0
Love you aathi..love u lot..,0
&lt;#&gt; ISH MINUTES WAS 5 MINUTES AGO. WTF.,0
Oh just getting even with u.... u?,0
You said to me before i went back to bed that you can't sleep for anything.,0
"Sounds good, keep me posted",0
SO IS TH GOWER MATE WHICH IS WHERE I AM!?! HOW R U MAN? ALL IS GOOD IN WALES ILL B BACK åÔMORROW. C U THIS WK? WHO WAS THE MSG 4? åÐ RANDOM!,0
So can collect ur laptop?,0
Do you know where my lab goggles went,0
Wake me up at  &lt;#&gt;  am morning:),0
Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18,1
HCL chennai requires FRESHERS for voice process.Excellent english needed.Salary upto  &lt;#&gt; .Call Ms.Suman  &lt;#&gt;  for Telephonic interview -via Indyarocks.com,0
You've always been the brainy one.,0
We currently have a message awaiting your collection. To collect your message just call 08718723815.,1
"I am late,so call you tomorrow morning.take care sweet dreams....u and me...ummifying...bye.",0
URGENT This is our 2nd attempt to contact U. Your å£900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893. ACL03530150PM,1
 what number do u live at? Is it 11?,0
I think its far more than that but find out. Check google maps for a place from your dorm.,0
In the end she might still vomit but its okay. Not everything will come out.,0
"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who \smokes too much\"" for the entire month of february",0
Huh but i cant go 2 ur house empty handed right?,0
How come u got nothing to do?,0
"Urgent! Please call 0906346330. Your ABTA complimentary 4* Spanish Holiday or å£10,000 cash await collection SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+",1
Please don't text me anymore. I have nothing else to say.,0
OK i'm waliking ard now... Do u wan me 2 buy anything go ur house?,0
"Beautiful tomorrow never comes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)",0
"The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel",0
Am only searching for good dual sim mobile pa.,0
Oops. 4 got that bit.,0
Lol u still feeling sick?,0
How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,0
"Awesome, I remember the last time we got somebody high for the first time with diesel :V",0
"Lol you forgot it eh ? Yes, I'll bring it in babe",0
"You can stop further club tones by replying \STOP MIX\"" See my-tone.com/enjoy. html for terms. Club tones cost GBP4.50/week. MFL",1
Tomarrow final hearing on my laptop case so i cant.,0
Lol no. I just need to cash in my nitros. Hurry come on before I crash out!,0
"Sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. I have some bills that i can't settle this month. I am out of all extra cash. I know this is a challenging time for you also but i have to let you know.",0
U can call me now...,0
Jason says it's cool if we pick some up from his place in like an hour,0
Just now saw your message.it k da:),0
URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm,1
V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night,0
Nothing will ever be easy. But don't be looking for a reason not to take a risk on life and love,0
:-( that's not v romantic!,0
Can not use foreign stamps in this country.,0
No no. I will check all rooms befor activities,0
Apart from the one i told you about yesterday?,0
Can help u swoop by picking u up from wherever ur other birds r meeting if u want.,0
"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",1
\Si.como no?!listened2the plaid album-quite gd&the new air1 which is hilarious-also boughtåÓbraindanceåÓa comp.ofstuff on aphexåÕs ;abel,0
"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text",1
HI ITS JESS I DONT KNOW IF YOU ARE AT WORK BUT CALL ME WHEN U CAN IM AT HOME ALL EVE. XXX,0
Dunno lei... I might b eatin wif my frens... If Ì_ wan to eat then i wait 4 Ì_ lar,0
I got to video tape pple type in message lor. U so free wan 2 help me? Hee... Cos i noe u wan 2 watch infernal affairs so ask u along. Asking shuhui oso.,0
"Thanks for your ringtone order, reference number X49. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182. From: [colour=red]text[/colour]TXTstar",1
Okay lor... Will they still let us go a not ah? Coz they will not know until later. We drop our cards into the box right?,0
"Yes, i'm small kid.. And boost is the secret of my energy..",0
No need to ke qi... ÌÏ too bored izzit y suddenly thk of this...,0
"Omw back to tampa from west palm, you hear what happened?",0
It took Mr owl 3 licks,0
Its not that time of the month nor mid of the time?,0
Boy you best get yo ass out here quick,0
Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,1
No I don't have cancer. Moms making a big deal out of a regular checkup aka pap smear,0
Ok. C u then.,0
Its sunny in california. The weather's just cool,0
Just got to  &lt;#&gt;,0
"Aight no rush, I'll ask jay",0
"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic ",1
Oh ok no prob..,0
"&lt;#&gt;  is fast approaching. So, Wish u a very Happy New Year Happy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day Happy Independence Day, Happy Friendship,Mother,Father,Teachers,Childrens Day, &amp; HAPPY BIRTHDAY 4 U. Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas  &lt;#&gt;  Good Mornings Afternoons, Evenings Nights. RememberI AM the first to WISHING U ALL THESE...your's Raj",0
Babe ? I lost you ... :-(,0
Not heard from U4 a while. Call me now am here all night with just my knickers on. Make me beg for it like U did last time 01223585236 XX Luv Nikiyu4.net,1
"I wake up long ago already... Dunno, what other thing?",0
Well I might not come then...,0
ÌÏ eatin later but i'm eatin wif my frens now lei... ÌÏ going home first? ,0
Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 08000930705,1
Yes... I trust u to buy new stuff ASAP so I can try it out,0
WHAT TIME U WRKIN?,0
I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...,0
"Dunno, my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor...",0
Ok i go change also...,0
Shhhhh nobody is supposed to know!,0
Guai... ÌÏ shd haf seen him when he's naughty... ÌÏ so free today? Can go jogging...,0
Oops i thk i dun haf enuff... I go check then tell Ì_..,0
Yeah confirmed for you staying at  that weekend,0
Jokin only lar... :-) depends on which phone my father can get lor...,0
K. I will sent it again,0
I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?,0
10 min later k...,0
How would my ip address test that considering my computer isn't a minecraft server,0
Waiting for your call.,0
MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY,0
I didn't get the second half of that message,0
I'm reading the text i just sent you. Its meant to be a joke. So read it in that light,0
At 4. Let's go to bill millers,0
K..u also dont msg or reply to his msg..,0
"Some friends want me to drive em someplace, probably take a while",0
it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  &lt;#&gt; ,0
Sorry dude. Dont know how i forgot. Even after Dan reminded me. Sorry. Hope you guys had fun.,0
EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN å£100 Cash WKENT/150P16+,1
network operator. The service is free. For T & C's visit 80488.biz,1
Happy New year my dear brother. I really do miss you. Just got your number and decided to send you this text wishing you only happiness. Abiola,0
Sent me ur email id soon,0
"Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word).",0
I am going to film 2day da. At 6pm. Sorry da.,0
I send the print  outs da.,0
"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary",0
Then she dun believe wat?,0
"URGENT! Your mobile was awarded a å£1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011",1
I was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here. That  &lt;#&gt;  dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives. Every dime so for me to expect anything from you is not practical. Something like that.,0
"Time n Smile r the two crucial things in our life. Sometimes time makes us to forget smile, and sometimes someone's smile makes us to forget time gud noon",0
I'm leaving my house now.,0
"Haha yeah I see that now, be there in a sec",0
Hope you are having a good week. Just checking in,0
Amazing : If you rearrange these letters it gives the same meaning... Dormitory = Dirty room Astronomer = Moon starer The eyes = They see Election results = Lies lets recount Mother-in-law = Woman Hitler Eleven plus two =Twelve plus one Its Amazing... !:-),0
Still at west coast... Haiz... ÌÏ'll take forever to come back...,0
Just send a text. We'll skype later.,0
K..k...from tomorrow onwards started ah?,0
Call FREEPHONE 0800 542 0578 now!,1
No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,1
"Yep, at derek's house now, see you Sunday &lt;3",0
"Sun cant come to earth but send luv as rays. cloud cant come to river but send luv as rain. I cant come to meet U, but can send my care as msg to U. Gud evng",0
"Whatever, juliana. Do whatever you want.",0
Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,0
How will I creep on you now? ;_;,0
"Ya ok, vikky vl c witin  &lt;#&gt; mins and il reply u..",0
This single single answers are we fighting? Plus i said am broke and you didnt reply,0
K..k..i'm also fine:)when will you complete the course?,0
Dunno leh cant remember mayb lor. So wat time r we meeting tmr?,0
i can call in  &lt;#&gt;  min if thats ok,0
Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,1
Ok,0
Da is good good player.why he is unsold.,0
Two teams waiting for some players,0
Promotion Number: 8714714 - UR awarded a City Break and could WIN a å£200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 å£1.50perWKsub,1
No..jst change tat only..,0
"The gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard",0
You have got tallent but you are wasting.,0
I want to tell you how bad I feel that basically the only times I text you lately are when I need drugs,0
Long beach lor. Expected... U having dinner now?,0
"449050000301 You have won a å£2,000 price! To claim, call 09050000301.",1
My slave! I want you to take 2 or 3 pictures of yourself today in bright light on your cell phone! Bright light!,0
Hey no I ad a crap nite was borin without ya 2 boggy with me u boring biatch! Thanx but u wait til nxt time il ave ya ,0
7 lor... Change 2 suntec... Wat time u coming?,0
All done? All handed in? Celebrations in full swing yet?,0
Huh y lei...,0
"Coffee cake, i guess...",0
K tell me anything about you.,0
ELLO BABE U OK?,0
Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd,1
Nvm take ur time.,0
I WILL CAL YOU SIR. In meeting,0
How have your little darlings been so far this week? Need a coffee run tomo?Can't believe it's that time of week already Û_,0
"Awesome, that gonna be soon or later tonight?",0
I tot it's my group mate... Lucky i havent reply... Wat time do Ì_ need to leave... ,0
Wait 2 min..stand at bus stop,0
Mine here like all fr china then so noisy.,0
HIYA STU WOT U UP 2.IM IN SO MUCH TRUBLE AT HOME AT MOMENT EVONE HATES ME EVEN U! WOT THE HELL AV I DONE NOW? Y WONT U JUST TELL ME TEXT BCK PLEASE LUV DAN ,0
R u still working now?,0
No calls..messages..missed calls,0
Realy sorry-i don't recognise this number and am now confused :) who r u please?! ,0
Black shirt n blue jeans... I thk i c Ì_...,0
No prob. I will send to your email.,0
Sounds great! Are you home now?,0
Bring home some Wendy =D,0
Yar... I tot u knew dis would happen long ago already.,0
Ugh. Gotta drive back to sd from la. My butt is sore.,0
"Good afternon, my love. How are today? I hope your good and maybe have some interviews. I wake and miss you babe. A passionate kiss from across the sea",0
Tell them no need to investigate about me anywhere.,0
"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied \Boost is d secret of my energy\"" n instantly d girl shouted \""our energy\"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8""",0
Bishan lar nearer... No need buy so early cos if buy now i gotta park my car...,0
Yup i shd haf ard 10 pages if i add figures... ÌÏ all got how many pages?,0
You know what hook up means right?,0
She's fine. Good to hear from you. How are you my dear? Happy new year oh.,0
"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor...",0
tells u 2 call 09066358152 to claim å£5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!,1
The fact that you're cleaning shows you know why i'm upset. Your priority is constantly \what i want to do,0
I wont. So wat's wit the guys,0
Din i tell u jus now 420,0
My love ... I hope your not doing anything drastic. Don't you dare sell your pc or your phone ...,0
"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?",0
Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,1
Audrie lousy autocorrect,0
ÌÏ dun need to pick ur gf?,0
I want to tel u one thing u should not mistake me k THIS IS THE MESSAGE THAT YOU SENT:),0
"Awesome, lemme know whenever you're around",0
YO YO YO BYATCH WHASSUP?,0
"V-aluable. A-ffectionate. L-oveable. E-ternal. N-oble. T-ruthful. I-ntimate. N-atural. E-namous. Happy \VALENTINES DAY\"" in advance""",0
1's reach home call me.,0
"Erm Û_ ill pick you up at about 6.45pm. That'll give enough time to get there, park and that.",0
"Not sure yet, still trying to get a hold of him",0
Just seeing your missed call my dear brother. Do have a gr8 day.,0
"Sorry im getting up now, feel really bad- totally rejected that kinda me thing.",0
Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!,0
Sary just need Tim in the bollox &it hurt him a lot so he tol me!,0
i am going to bed now prin,0
"Sorry battery died, yeah I'm here",0
Nite...,0
Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY å£10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&,1
No dear i was sleeping :-P,0
You need to get up. Now.,0
"Faith makes things possible,Hope makes things work,Love makes things beautiful,May you have all three this Christmas!Merry Christmas!",0
Yes. It's all innocent fun. O:-),0
Dear umma she called me now :-),0
Umma. Did she say anything,0
Ok how you dear. Did you call chechi,0
Love you aathi..love u lot..,0
Yo theres no class tmrw right?,0
Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed å£1000 cash or å£5000 prize!,1
"sir, you will receive the account no another 1hr time. Sorry for the delay.",0
"Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the air and smile ? I think of you, my love ... As always",0
"Oh, the grand is having a bit of a party but it doesn't mention any cover charge so it's probably first come first served",0
"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. take cr da",0
"Awesome, be there in a minute",0
Are you coming to day for class.,0
Where wuld I be without my baby? The thought alone mite break me and I donåÕt wanna go crazy but everyboy needs his lady xxxxxxxx,0
Got c... I lazy to type... I forgot Ì_ in lect... I saw a pouch but like not v nice...,0
Yep get with the program. You're slacking.,0
2 laptop... I noe infra but too slow lar... I wan fast one,0
Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one,0
U having lunch alone? I now so bored...,0
No. On the way home. So if not for the long dry spell the season would have been over,0
"Thats a bit weird, even ?- where is the do supposed to be happening? But good idea, sure they will be in pub!",0
Hi di is yijue we're meeting at 7 pm at esaplanade tonight.,0
Eh ur laptop got no stock lei... He say mon muz come again to take a look c got a not...,0
"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate",1
Yes..gauti and sehwag out of odi series.,0
"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?",0
"A famous quote : when you develop the ability to listen to 'anything' unconditionally without losing your temper or self confidence, it means you are ......... 'MARRIED'",0
"Mmmmm ... I loved waking to your words this morning ! I miss you too, my Love. I hope your day goes well and you are happy. I wait for us to be together again",0
